,Headline,1
442,Brain Scan Could Reveal Content Of Dreams,1
443,Breakdancing Being Considered For 2024 Olympics,1
444,Breaking New Ground: Beto O’Rourke Has Become The First Presidential Candidate Available As A ‘Smash Ultimate’ DLC Fighter,1
445,Breaking: America’s White Population Plummets To 2.7% After Trump Caves On Immigration Enforcement,1
446,Breakup Coordinator Helps People Get Over Exes,1
447,Breitbart Criticized For Publishing Humanizing Profile Of Libtard Beta-Cuck,1
448,Brexit To Begin Next March,1
449,Brian Kemp Campaign Energized After Seeing Early Voter Suppression Numbers,1
450,Bride Only One Not Relieved About Postponed Wedding Date,1
451,Bring Your Love To Me,1
452,Britain Blames Russia For Poisoning Of Former Spy,1
453,Britain Votes To Leave EU,1
454,British Authorities Combat ‘Cyber-Flashing’,1
455,British Man Astounded To Hear How Much It Would Cost To Get Mustard Jar Removed From Rectum Under U.S. Healthcare System,1
456,British Media Harshly Condemns Meghan Markle For Prince Andrew’s Defense Of Jeffrey Epstein,1
457,British Radio Stations Ban Anti–Theresa May Song,1
458,British Royal Family Condemns Media’s Ugly Attacks On Their Traditional Practice Of Sexual Abuse,1
459,British Royal Family Orders Citizens To Leave U.K. Until Prince Charles Recovers,1
460,British Royals Launch Mental Health Initiative,1
461,Brooks Brothers Unveils New Line Of Monogramed Cum Rags,1
462,"Brother, Sister Have Pretty Good Chemistry",1
463,Browns Encourage Dissatisfied Fans To At Least Stick It Out Until End Of Season ,1
464,Brutal Arctic Blast Sweeping Across Country,1
465,Brutal: Playstation Has Cancelled The Entire PS5 Game Lineup After @NicoBoy95 Commented ‘No One Cares’ On Their Livestream,1
466,Bryce Harper Asks If Phillies Willing To Move To Another City ,1
467,Bryce Harper Informs Phillies GM Of 2-Week Vacation In August He’d Planned Before Getting Job,1
468,Building Self-Conscious About Patch Of Discolored Bricks,1
469,Bulls Fire GM After 6-Week Winless Streak,1
470,Burger King Proposes Teaming With McDonald’s To Sell ‘McWhopper’,1
471,Burnt Piece Of Toast On Top Of Trash Serves As Humiliating Monument To Culinary Failures,1
472,Busboy Father Works Hard Every Day To Take Food Off The Table For His Family,1
473,Business That Supposedly Considers Itself One Big Family Doesn’t Want Employees Bathing Together,1
474,Businessman Mortified To Discover He’s Been Wearing Suit Backwards All Day,1
475,Busy Schedule Forces Vladimir Putin To Move Up Election Win A Couple Days Early,1
476,Buttigieg Campaign Appeals To Moderate Republicans By Touting Low Approval Among Black Voters,1
477,"Buttigieg, Sanders In Dead Heat In Iowa Caucus",1
478,"Buttigieg, Sanders Locked In Battle For Iowa",1
479,Buzz Aldrin Recalls How Easy It Was Getting To The Moon,1
480,C-Sections Altering Evolution,1
481,CBS Reveals ‘Big Bang Theory’ Season 12 Will Explore Why Sheldon Keeps Job After Sexually Harassing 6 Research Assistants ,1
482,CBS Sitcoms Under Fire For Using Prison Laughter,1
483,"CD Projekt Red Announces ‘Cyberpunk 2077’ Will Have A Gender-Neutral Character Creator, However Everyone Will Be Christian",1
484,CD Projekt Red Says They’ve Eliminated The Need For Crunch On ‘Cyberpunk 2077’ By Breeding Grotesque Human-Rat Hybrid Programmers,1
485,CDC Exhausts Zika Funding,1
486,CDC Introduces ‘Raw Dog’ The STI Pup To Educate Children About The Dangers Of Unprotected Sex,1
487,"CDC Issues Safety Guidelines For Pools, Water Parks, Hot Tubs",1
488,CDC Urges Americans To Just Say No If Friend Offers Them Coronavirus,1
489,CDC Urges Nation’s Hotties And Studs Not To Hide That Pretty Little Face Behind A Mask,1
490,CDC Warns Public Of Mutating Coronavirus,1
491,"CDC: Alzheimer’s, Dementia Cases To Double By 2060",1
492,CDC: Half Of U.S. Schools Teach Proper Sex Ed,1
493,CDC: Women Should Only Drink While On Birth Control,1
494,CIA Issues Posthumous Apology After New Evidence Clears Osama Bin Laden Of Involvement In 9/11 Attacks,1
495,CNN Audio Analysis Reveals Biden Caught On Wet Mic While Chewing On Own Microphone,1
496,CNN Investigating Reports Of Wolf Blitzer’s Highly Proper Sexual Conduct,1
497,CNN Opens Up 24-Hour Anonymous Tip Line For Anyone With Synonyms For ‘Mueller Closing In’,1
498,CNN Responds To Richard Spencer Comments By Apologizing For Not Getting Him To Say Those Things On The Show,1
499,CNN Reveals Bernie Sanders Running For President Of Country With History Of Sexism,1
500,CNN Under Fire For Failing To Disclose Pro-Iran War Panelist Actually Raytheon DeepStrike Missile,1
501,CORONAVIRUS LOCKDOWN DAY FIVE: The Last Will And Testament Of Topical Host Leslie Price,1
502,CORONAVIRUS LOCKDOWN DAY FOUR: Host Leslie Price Confronts The Cursed Scratching Within His Walls,1
503,CORONAVIRUS LOCKDOWN DAY ONE: Jesus Christ Cancels Return To Earth Amid Pandemic,1
504,CORONAVIRUS LOCKDOWN DAY TWO: Porn Industry Leaders Announce Immediate Closures Of All Orifices,1
505,CRISPR Gene-Editing Tool Used To Treat First U.S. Patient,1
506,CTE Found In 99% Of Deceased NFL Players’ Brains,1
507,CVS To Buy Aetna For $69 Billion,1
508,CVS To End Major Touch-Ups On Beauty Models,1
509,Cabal Of Handsome Male Celebrities Agrees To Continue Withholding Baldness Cure From Public And Jude Law,1
510,"Cackling NPR Host Warns Upcoming Segment May Feature Content Too Dark, Too Chilling, Too Positively Ghoulish For Young Listeners",1
511,Cafe Patron Makes Humiliating Pass Through Lineup Of Empty Milk Carafes,1
512,Caffeine Bracelet Acts As Coffee Substitute,1
513,Caffeine Tolerance Might Be Genetic,1
514,Caitlyn Jenner Halloween Costume Sparks Outrage,1
515,Caitlyn Jenner Receives Praise From Obama Twitter Account,1
516,California Bans ‘Redskins’ But Keeps Confederate Names,1
517,California Camp Fire Fully Contained,1
518,California Combatting Wildfire Risk By Shutting Off Oxygen To Thousands Of Residents,1
519,California Eases Water Restrictions,1
520,California Ends Statute Of Limitations On Sex Crimes,1
521,California Halts Death Penalty,1
522,California Man Charged With Threatening To Kill ‘Boston Globe’ Employees,1
523,California Sets Goal Of 100% Clean Energy By 2045,1
524,California To End Unlimited Solitary Confinement,1
525,California Weighs Ban On Lawyer-Client Relations,1
526,Cambridge Analytica Whistleblower Admits Last Few Weeks At Work Have Been Awkward,1
527,Cameron Crowe Apologizes For Casting Emma Stone As Multiracial Character In ‘Aloha’,1
528,Camouflage-Wearing Protesters Pose With Virus They Caught,1
529,"Canada Bans Keeping Whales, Dolphins In Captivity",1
530,Canadian National Anthem Given Gender-Neutral Language,1
531,Cape Town Could Run Out Of Water As Early As July,1
532,Capping Pollution Could Save Thousands Of Lives,1
533,"Car Passengers Launch Urgent, Mid-Street Investigation Into Whether Woman In Parking Spot Coming Or Going",1
534,Card-Only Business Discriminates Against Customers Who Just Have Milking Goats To Barter With,1
535,Cardinal Law Canonized Following Miracle Of Escaping Criminal Prosecution,1
536,Caroler Who Forgot Lyrics Getting Pretty Far Just Saying ‘Bell’ Every Few Seconds,1
537,Carrie Fisher Reveals Affair With Harrison Ford,1
538,Carrie Fisher Will Appear In ‘Star Wars: Episode IX’,1
539,"Carson, Trump Threaten To Boycott GOP Debate",1
540,Cash-Strapped FiveThirtyEight Lays Off Dozens Of Top Algorithms,1
541,Cashier Enlists Assistance Of Slightly More Competent Cashier,1
542,Cashier Forced To Incorporate Humiliating New Phrase Into Every Customer Interaction,1
543,Casket To Be Closed Except For Mourners Who Want Peek At Something Really Crazy,1
544,Cat Obesity On The Rise,1
545,"Cat Treat Package Going On About Delicious, Creamy Center Too Much Not To Be Marketing To Humans",1
546,Caterpillar In Pupal Stage For Past 3 Months Going To Be Pissed If It Turns Out To Be Moth,1
547,Catholic Church Not About To Be Out-Molested By Goddamn Boy Scouts,1
548,"Cats Can Recognize Their Own Names, Study Finds",1
549,Cats Understand Laws Of Physics,1
550,Cautious Browns Fan Not Expecting Team To Do Better Than 13-3,1
551,"Celiac Disease Linked To Region, Season",1
552,Census Bureau Releases Annual Report On Neighborhood Vibes,1
553,"Census Foot Soldiers Swarm Neighborhoods, Kick Down Doors To Tally Household Sizes",1
554,Centipede Tearing Ass Across Floor Must Be Really Late For Something,1
555,Challenges Of Being A Third Party Candidate,1
556,Chameleon Wishes Environment Would Occasionally Adapt To Him,1
557,Chance The Rapper Cancels 2020 Tour,1
558,Chargers Announce Move To L.A.,1
559,Charity Notes Even One Dollar Can Help A Needy Child But You’d Have To Be A Dick To Give That Little,1
560,Charles Barkley: ‘Michael Jordan Would Have Been Nothing Special Had He Played In My Day’,1
561,Charleston Shooter To Represent Self In Court,1
562,Charlie Rose Presses Self About Sexual Harassment Allegations In Tense Charlie Rose Interview ,1
563,Charlottesville Jury Recommends 419 Years Plus Life For Neo-Nazi Who Killed Protester,1
564,Chase Utley Freaks Out Dodgers With Spooky Story Of Home Run Ball That Was Never Found,1
565,Chelsea Manning Released,1
566,Chemicals Found In Fast Food Packaging,1
567,Chernobyl Site Now Safe Haven For Wildlife,1
568,"Chicago Adds 1,000 Officers To Police Force",1
569,Chicago Adds 90-Story Stack Of Italian Beef To Skyline,1
570,Chicago Police Credit Their Extensive Experience Falsifying Evidence For Helping Solve Smollett Case,1
571,Chicago Sets Warm Winter Record,1
572,Chicago Will Elect First Black Woman Mayor,1
573,Chiefs Fan Adjusting To New Life Of Solely Being Depressed About Life In Missouri,1
574,Child Decides To Become Vegetarian After Forming Close Friendship With Roasted Turkey Leg,1
575,Child Doing Stations Of The Cross Reflects On Boredom Christ Must Have Felt During Crucifixion,1
576,Child Pointing Out Cow On Side Of Road Must Think Parents Don’t Have Fucking Eyes,1
577,Child Venture Capitalist Invests $2.50 In Friend’s Slug-Eating Enterprise,1
578,Child Who Just Wanted Clothes Spares Uncle’s Feelings By Pretending To Like Xbox,1
579,Child Wondering Why Older Brother Only One To Get Funeral,1
580,Childish Gambino Teases Concept Album Exploring What World Might Be Like If He Put A Shirt On,1
581,Children Sue Obama Over Climate Change Inaction,1
582,Children Suffering Burns From Homemade ‘Slime’,1
583,Children’s Book Teaches Valuable Lesson About Being Circle,1
584,Children’s Science Website Clearly Struggling To Come Up With 10 Facts About Slugs,1
585,China Bans Child Stars From Reality TV,1
586,China Censors Gay Kiss In ‘Alien: Covenant’,1
587,China Debuts ‘Straddling Bus’,1
588,China Discontinues State Surveillance Program After Finally Finding Guy Who Drove Into Xi Jinping’s Mailbox,1
589,China Ends One-Child Policy,1
590,China Introduces New One-Uighur Policy,1
591,China Locks Down 6 Cities To Combat Coronavirus,1
592,China Proposes Ending 2-Term Presidential Limit,1
593,China Recovering From Deforestation,1
594,China Will Lift Lockdown On Wuhan April 8th,1
595,China Withholds Marriage Licenses From Casual Couples,1
596,Chinese Government Justifies Mass Surveillance By Explaining That All Of Life A Grand Performance,1
597,Chinese Users Employing PornHub To Criticize Hong Kong Protesters,1
598,Chipotle Closes 43 Locations After E. Coli Outbreak,1
599,Chobani Sues Alex Jones For Defamation,1
600,Choking Man Can Already Tell Good Samaritan Has No Fucking Clue What They’re Doing,1
601,Choosing The Right Dog For You,1
602,Choosing The Right School For Your Child,1
603,Chris Columbus Admits There Are Hours Of ‘Home Alone 2’ Outtakes Featuring Trump Saying Racial Slurs,1
604,Christiane Amanpour To Replace Charlie Rose On PBS,1
605,Christine Blasey Ford Testifies On Sexual Assault Allegations Against Brett Kavanaugh,1
606,Chuck E. Cheese’s Retiring Animatronic House Band,1
607,Chuck Schumer Announces Support For Reparations Bill,1
608,Chuck Schumer Honestly Pretty Amazed He Hasn’t Caved Yet,1
609,Chuck Todd Extensively Preparing To Accept Whatever Candidates Say At Face Value Without Any Follow-Up Questions,1
610,Chuck Todd Reminds Candidates That If They Want More Time To Speak There Are Melee Weapons Under Each Of Their Lecterns,1
611,"Cinemas Ban Masks, Prop Weapons At ‘Star Wars’ Release",1
612,Cities Move To Outlaw Hollow-Point Silver Bullets After Wave Of Gruesome Werewolf Slayings,1
613,"City Officials Warn Against Flushing Feminine Hygiene Products After Finding 8-Foot-Long, 250-Pound Tampon Lurking In Sewers",1
614,Classically Trained Actor Can Talk On Cue,1
615,Cleveland Indians To Stop Using Chief Wahoo By 2019,1
616,Climate Change Causing Bumblebee Die-Off,1
617,Climate Change Could Cause Sleep Deprivation,1
618,Climate Change Could Kill Most King Penguins By 2100,1
619,Climate Change Making Crops Less Nutritious,1
620,Climate Change Stunting Growth Of Fish,1
621,Climate Change Threatening Global Coffee Crops,1
622,Climate Change: Myth Vs. Fact,1
623,Climate Scientists Confirm There’s Still Time To Blow Up The Earth,1
624,Clingy Wingstop Hounding Man With Dozens Of Messages After Single Drunken Night Together,1
625,Clinton Apologizes For Email Scandal,1
626,Clinton Laughs Off Idea She Politically Savvy Enough To Launch Revenge Campaign On Kavanaugh,1
627,Clinton Memoir Cites Reasons For Election Loss,1
628,"Clown Sightings, Arrests On The Rise",1
629,Coal Production Shows Record Declines In 2019,1
630,Coalition Of Concerned Parents Condemns Video Games’ False Depiction Of How Easy It Is To Smash Wooden Crates,1
631,Coca-Cola May Move Into Marijuana Products,1
632,Cocktail Menu Scanned For Drink With Fewest Unfamiliar Ingredients,1
633,Coed Rec Softball Team Having Trouble Finding Enough Hyper-Competitive Men To Ruin Experience,1
634,Coffee No Longer Considered Carcinogenic,1
635,Cold Lab Mice Skewing Scientific Studies,1
636,Colin Kaepernick’s Agents Assure Teams His CTE Has Progressed Just As Much As Other Players Over 3-Year Hiatus,1
637,College Freshman Has Friend From Home Visiting Way Too Soon,1
638,"College, Professional Sports Seasons Postponed And Suspended Following Coronavirus Fears",1
639,Colleges Send Out Reminder To Graduates That 2008 Degrees About To Expire,1
640,Colon Cancer On The Rise In Millennials,1
641,Colorado Declares State Of Emergency Over Wastewater Spill,1
642,Colorado Group Trying To Ban Preteen Smartphone Sales,1
643,"Columbus Day Protests Once Again Erupt As Nation Struggles With Its Dark, Anti-Italian Past",1
644,Comey Says Trump ‘Morally Unfit’ To Be President As Clash Escalates,1
645,Comey: Mueller May be In ‘Fourth Quarter’ Of Investigation,1
646,Comic-Con 2018 Kicks Off,1
647,Comic-Con Fan Guesses He Enjoyed 60-Minute Panel Of Silently Masturbating Alan Moore Practicing Sex Magic,1
648,Comic-Con Survival Guide,1
649,Comments Section Arguments We Clearly Won In 2016,1
650,Common Pitfalls Of Sudden Wealth,1
651,Communists Seek Copyright For Red Star,1
652,Community That Came Together To Pay For Kid’s Cancer Treatment Goes Bankrupt Too,1
653,Company Issues Statement Announcing They Stand With Rejected Black Applicants,1
654,Company To Turn Picasso School Into Woody Allen Museum,1
655,Company Using Magnets To Clean Up Space Debris,1
